"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"Bob Welch","Precious Love","No",FALSE,0.68,0.558,1,-9.728,"0",0.0293,0.188,0,0.109,0.943,120.019,"4",201.373,15,19,1979,TRUE,TRUE,FALSE,FALSE
"Bob Welch","Church","No",FALSE,0.648,0.452,5,-11.246,"0",0.0314,0.267,3.36e-06,0.0921,0.463,91.974,"4",184.533,3,73,1979,FALSE,TRUE,FALSE,FALSE
"Al Wilson","Show and Tell - Original 45 Single","No",FALSE,0.384,0.547,2,-7.83,"1",0.0285,0.288,0,0.107,0.922,174.848,"4",210.333,22,1,1973,TRUE,FALSE,FALSE,TRUE
"Hamilton, Joe Frank & Reynolds","Don't Pull Your Love - Hollywood Blvd Mix","No",FALSE,0.708,0.73,7,-5.881,"1",0.028,0.599,0,0.054,0.818,99.025,"4",167,14,4,1971,FALSE,TRUE,TRUE,FALSE
"Tavares","More Than a Woman - Live","No",FALSE,0.568,0.91,10,-9.676,"1",0.0365,0.104,0,0.783,0.701,110.47,"4",197.827,21,32,1977,TRUE,TRUE,FALSE,TRUE
"Yvonne Elliman","If I Can't Have You - Live","No",FALSE,0.563,0.851,9,-10.612,"0",0.0358,0.00317,0,0.351,0.911,115.471,"4",176.213,22,1,1978,TRUE,TRUE,FALSE,FALSE
"Tanya Tucker","Here's Some Love - Live","No",FALSE,0.63,0.422,11,-12.461,"1",0.0364,0.511,0,0.919,0.499,134.922,"4",208.422,5,82,1976,FALSE,FALSE,FALSE,TRUE
"Taylor Dayne","Send Me a Lover","No",FALSE,0.56,0.576,5,-6.1,"1",0.0271,0.637,2.08e-05,0.0968,0.34,134.707,"4",269.133,14,50,1993,TRUE,FALSE,FALSE,TRUE
"Taylor Dayne","Can't Get Enough of Your Love","No",FALSE,0.688,0.743,5,-8.483,"1",0.034,0.0212,9.02e-05,0.106,0.642,108.178,"4",266.533,20,20,1993,FALSE,TRUE,TRUE,TRUE
"Fleetwood Mac","Gypsy - Live","No",FALSE,0.546,0.67,5,-8.037,"1",0.0263,0.04,0.229,0.738,0.85,127.903,"4",256.76,14,12,1982,FALSE,FALSE,TRUE,TRUE
"Atlanta Rhythm Section","Imaginary Lover - Rodney Mills 2001 Mix","No",FALSE,0.567,0.72,9,-6.707,"0",0.0244,0.001,0.00428,0.0961,0.225,108.076,"4",334.277,17,7,1978,TRUE,TRUE,FALSE,FALSE
"Daniel Boone","Beautiful Sunday - Summer Day Version","No",FALSE,0.63,0.671,2,-7.407,"1",0.031,0.0505,0,0.0714,0.947,121.018,"4",185.347,20,15,1972,FALSE,TRUE,TRUE,TRUE
"Pretenders","Show Me - 2007 Remaster","No",FALSE,0.55,0.897,0,-6.927,"1",0.0395,0.00062,0.0656,0.0621,0.562,139.299,"4",253.893,13,28,1984,TRUE,TRUE,FALSE,FALSE
"Pretenders","Thin Line Between Love and Hate - 2007 Remaster","No",FALSE,0.688,0.533,9,-7.664,"0",0.0287,0.334,0.000684,0.0742,0.65,128.291,"4",220.947,5,83,1984,FALSE,TRUE,TRUE,FALSE
"Jeff Lorber","Facts of Love","No",FALSE,0.752,0.751,8,-6.281,"0",0.043,0.0642,0.00141999999999999,0.278,0.963,106.8,"4",271.24,16,27,1986,TRUE,FALSE,FALSE,TRUE
"Fleetwood Mac","You Make Loving Fun - 2002 Remaster","No",FALSE,0.625,0.609,7,-8.318,"0",0.0264,0.0151,0.0635,0.0909,0.888,126.584,"4",213.533,14,9,1977,TRUE,FALSE,FALSE,TRUE
"Fleetwood Mac","Love in Store - 2002 Remaster","No",FALSE,0.69,0.582,0,-8.303,"1",0.0274,0.0854,0.00155,0.0932,0.401,124.481,"4",190.8,14,22,1982,TRUE,FALSE,FALSE,TRUE
"Fleetwood Mac","Tusk - 2002 Remaster","No",FALSE,0.635,0.814,0,-11.246,"1",0.102,0.297,0.796,0.35,0.908,181.068,"4",214.533,15,8,1979,TRUE,FALSE,FALSE,TRUE
"Fleetwood Mac","Big Love - 2002 Remaster","No",FALSE,0.459,0.694,1,-8.199,"0",0.0291,0.843,0.046,0.707,0.749,138.688,"4",167.467,16,5,1987,TRUE,TRUE,TRUE,FALSE
"Fleetwood Mac","Think About Me - 2002 Remaster","No",FALSE,0.677,0.787,0,-7.443,"1",0.0297,0.0289,0.000509,0.104,0.831,118.663,"4",162.64,13,20,1980,TRUE,TRUE,FALSE,FALSE
"Fleetwood Mac","Hold Me - 2002 Remaster","No",FALSE,0.704,0.775,3,-7.141,"1",0.0347,0.295,0.0403,0.0575,0.881,125.652,"4",224.667,17,4,1982,FALSE,TRUE,TRUE,TRUE
"Fleetwood Mac","Seven Wonders - 2002 Remaster","No",FALSE,0.707,0.664,4,-8.148,"1",0.029,0.0309,5.46e-05,0.153,0.693,119.094,"4",218,13,19,1987,FALSE,TRUE,TRUE,FALSE
"Fleetwood Mac","Everywhere - 2002 Remaster","No",FALSE,0.736,0.532,4,-9.127,"1",0.0304,0.248,0.00938,0.129,0.665,114.978,"4",221.973,18,14,1987,TRUE,FALSE,FALSE,TRUE
"Fleetwood Mac","Sisters of the Moon - 2002 Remaster","No",FALSE,0.646,0.547,9,-7.902,"0",0.0282,0.0101,0.11,0.0755,0.349,115.715,"4",281.093,3,86,1980,FALSE,TRUE,FALSE,FALSE
"Fleetwood Mac","Family Man - 2002 Remaster","No",FALSE,0.78,0.717,7,-7.991,"1",0.0361,0.0427,0.0153,0.105,0.837,123.56,"4",241.733,4,90,1988,FALSE,TRUE,FALSE,FALSE
"Fleetwood Mac","As Long as You Follow - 2002 Remaster","No",FALSE,0.603,0.668,5,-5.615,"1",0.0229,0.271,2.12e-06,0.238,0.56,102.722,"4",258.44,14,43,1988,TRUE,FALSE,FALSE,TRUE
"Lil Nas X","Rodeo","No",TRUE,0.706,0.679,9,-5.614,"1",0.0324,0.139,6.98e-05,0.465,0.657,140.081,"4",158.707,9,22,2019,TRUE,FALSE,TRUE,FALSE
"Night Ranger","Sing Me Away - Live","No",FALSE,0.461,0.941,6,-4.849,"1",0.0644,0.000265,0.0048,0.983,0.53,129.779,"4",245.253,9,54,1983,FALSE,TRUE,FALSE,FALSE
"Night Ranger","Four in the Morning - Live","No",FALSE,0.507,0.949,8,-3.961,"1",0.0589,0.000457,9.36e-06,0.803,0.383,130.987,"4",244.147,13,19,1985,FALSE,FALSE,TRUE,TRUE
"Night Ranger","The Secret of My Success - Live","No",FALSE,0.457,0.965,3,-3.834,"0",0.0582,5.64e-05,2.48e-05,0.835,0.293,121.471,"4",312.147,8,64,1987,TRUE,TRUE,FALSE,FALSE
"Night Ranger","Sentimental Street - Live","No",FALSE,0.358,0.632,11,-6.797,"1",0.0996,0.0442,0,0.982,0.268,92.233,"4",421.827,17,8,1985,FALSE,TRUE,TRUE,FALSE
"Night Ranger","Goodbye - Live","No",FALSE,0.29,0.555,3,-6.808,"1",0.05,0.0775,7.23e-06,0.99,0.506,79.444,"4",375.277,18,17,1985,TRUE,FALSE,FALSE,TRUE
"Night Ranger","When You Close Your Eyes - Live","No",FALSE,0.354,0.925,11,-3.901,"1",0.0717,7.72e-05,2.73e-05,0.983,0.371,140.038,"4",290.44,17,14,1984,FALSE,FALSE,TRUE,TRUE
"Harry Styles","Golden","No",FALSE,0.448,0.838,4,-5.257,"0",0.0557,0.21,0.000131,0.131,0.254,139.863,"4",208.907,20,57,2019,TRUE,FALSE,FALSE,TRUE
"Harry Styles","Watermelon Sugar","No",FALSE,0.548,0.816,0,-4.209,"1",0.0465,0.122,0,0.335,0.557,95.39,"4",174,39,1,2019,TRUE,TRUE,TRUE,TRUE
"Harry Styles","Adore You","No",FALSE,0.676,0.771,8,-3.675,"1",0.0483,0.0237,7e-06,0.102,0.569,99.048,"4",207.133,50,6,2019,TRUE,TRUE,TRUE,TRUE
"Harry Styles","Lights Up","No",FALSE,0.575,0.621,10,-8.165,"0",0.032,0.0392,0.0045,0.141,0.27,101.987,"4",172.213,5,17,2019,FALSE,FALSE,FALSE,TRUE
"Harry Styles","Cherry","No",FALSE,0.53,0.512,7,-9.261,"1",0.0259,0.615,0.00452999999999999,0.129,0.411,95.946,"4",259.187,1,84,2019,FALSE,FALSE,FALSE,TRUE
"Harry Styles","Falling","No",FALSE,0.567,0.267,4,-6.502,"1",0.0299,0.839,1.46e-06,0.089,0.0592,110.011,"4",240.133,1,62,2019,FALSE,FALSE,FALSE,TRUE
"Harry Styles","She","No",FALSE,0.535,0.521,0,-5.942,"1",0.0272,0.000532,0.371,0.19,0.457,140.026,"3",362.653,1,99,2019,FALSE,FALSE,FALSE,TRUE
"Charli XCX","party 4 u","No",FALSE,0.579,0.522,1,-8.393,"1",0.0993,0.761,1.41e-05,0.655,0.245,79.453,"4",296.653,5,55,2025,FALSE,TRUE,FALSE,FALSE
"Norman Connors","Valentine Love (feat. Michael Henderson & Jean Carn)","No",FALSE,0.607,0.443,5,-9.67,"1",0.0707,0.0687,0.000151,0.116,0.31,97.498,"4",231.013,3,97,1976,TRUE,FALSE,FALSE,FALSE
"Bakar","Hell N Back","No",TRUE,0.633,0.684,10,-4.314,"0",0.591,0.314,8.95e-05,0.112,0.725,209.688,"4",213.573,12,53,2024,FALSE,TRUE,TRUE,FALSE
"Lindsey Buckingham","Go Insane","No",FALSE,0.724,0.665,5,-12.048,"0",0.0314,0.0309,2.36e-05,0.181,0.942,111.362,"4",185.333,16,23,1984,FALSE,FALSE,TRUE,TRUE
"Cher","Song for the Lonely - Almighty Mix","No",FALSE,0.66,0.872,0,-6.554,"1",0.0351,9.1e-05,0.185,0.259,0.651,134.013,"4",526.8,6,85,2002,FALSE,TRUE,FALSE,FALSE
"Lindsey Buckingham","Trouble","No",FALSE,0.695,0.503,1,-12.91,"1",0.0361,0.111,0.0134,0.0996,0.969,124.113,"4",236.533,19,9,1981,TRUE,FALSE,FALSE,TRUE
"Bowling For Soup","Girl All the Bad Guys Want","No",FALSE,0.582,0.829,2,-5.688,"1",0.0465,0.000517,0,0.266,0.867,130.969,"4",197.8,9,64,2003,TRUE,TRUE,FALSE,FALSE
"Nicolette Larson","Let Me Go, Love","No",FALSE,0.534,0.296,8,-15.455,"1",0.0535,0.706,2.7e-05,0.0749,0.576,75.666,"4",229.147,11,35,1980,TRUE,FALSE,FALSE,FALSE
"Nicolette Larson","Rhumba Girl","No",FALSE,0.824,0.595,10,-14.059,"1",0.0996,0.172,0.00385,0.0458,0.968,92.846,"4",232.2,9,47,1979,TRUE,TRUE,FALSE,FALSE
"REO Speedwagon","In Your Letter","No",FALSE,0.641,0.894,7,-5.108,"1",0.0284,0.273,0,0.409,0.926,131.079,"4",196.24,13,20,1981,FALSE,FALSE,TRUE,TRUE
"Mitch Ryder","(I'm Not Your) Steppin' Stone","No",FALSE,0.528,0.926,0,-4.898,"1",0.0332,0.025,0.402,0.509,0.796,131.98,"4",155.312,4,87,1968,TRUE,FALSE,FALSE,FALSE
"Cher","Believe","No",FALSE,0.652,0.917,6,-6.72,"1",0.0548,0.0082,0,0.0509,0.459,132.975,"4",239.027,31,1,1998,TRUE,TRUE,TRUE,TRUE
"Van Halen","Tattoo - Live at the Tokyo Dome June 21, 2013","No",FALSE,0.132,0.905,2,-5.591,"1",0.0661,0.00835,0.0992,0.757,0.504,205.962,"4",272.277,1,67,2012,TRUE,FALSE,FALSE,FALSE
"Van Halen","(Oh) Pretty Woman - Live at the Tokyo Dome June 21, 2013","No",FALSE,0.382,0.918,8,-5.416,"1",0.055,0.0028,0.446,0.755,0.652,124.982,"4",188.909,16,12,1982,TRUE,TRUE,FALSE,FALSE
"Van Halen","You Really Got Me - Live at the Tokyo Dome June 21, 2013","No",FALSE,0.416,0.953,8,-6.648,"1",0.185,0.0161,0.297,0.967,0.272,138.105,"4",334.415,11,36,1978,TRUE,TRUE,FALSE,FALSE
"Van Halen","Dance the Night Away - Live at the Tokyo Dome June 21, 2013","No",FALSE,0.426,0.872,3,-6.243,"1",0.0598,0.0129,0.0293,0.985,0.613,130.165,"4",267.445,15,15,1979,FALSE,TRUE,TRUE,FALSE
"Van Halen","And the Cradle Will Rock... - Live at the Tokyo Dome June 21, 2013","No",FALSE,0.397,0.958,5,-4.946,"1",0.076,0.000847,0.153,0.771,0.532,113.308,"4",224.393,7,55,1980,FALSE,TRUE,TRUE,FALSE
"Van Halen","Beautiful Girls - Live at the Tokyo Dome June 21, 2013","No",FALSE,0.422,0.95,5,-5.437,"0",0.0647,0.00227,0.701,0.989,0.623,99.015,"4",216.227,4,84,1979,FALSE,FALSE,TRUE,TRUE
"Cher","Strong Enough","No",FALSE,0.593,0.923,0,-6.19,"1",0.101,0.0495,0,0.29,0.587,124.862,"4",224,12,57,1999,FALSE,TRUE,TRUE,FALSE
"The J. Geils Band","Love Stinks","No",FALSE,0.651,0.562,0,-5.684,"1",0.0279,0.136,3.19e-05,0.24,0.695,89.458,"4",226.573,12,38,1980,FALSE,TRUE,FALSE,FALSE
"Nazareth","Love Hurts - Single Edit","No",FALSE,0.472,0.462,7,-7.367,"1",0.0245,0.0127,0.00253999999999999,0.354,0.17,79.987,"4",230.453,23,8,1975,TRUE,TRUE,FALSE,TRUE
"Cinderella","Don't Know What You Got (Till It's Gone)","No",FALSE,0.336,0.649,9,-6.399,"1",0.0311,0.143,0.00217,0.0445,0.261,132.7,"4",346.653,22,12,1988,TRUE,FALSE,TRUE,TRUE
"Stevie Nicks","Edge of Seventeen - 2019 Remaster","No",FALSE,0.59,0.815,0,-7.053,"1",0.0457,0.319,8.55e-06,0.0872,0.644,111.477,"4",329.392,14,11,1982,TRUE,TRUE,FALSE,FALSE
"Stevie Nicks","Rooms on Fire - 2019 Remaster","No",FALSE,0.649,0.851,9,-7.234,"0",0.0353,0.133,3.74e-05,0.157,0.74,127.068,"4",277.001,14,16,1989,FALSE,TRUE,TRUE,FALSE
"Stevie Nicks","Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2019 Remaster","No",FALSE,0.631,0.59,4,-7.129,"0",0.0264,0.369,0.00424,0.115,0.661,107.269,"4",242.828,21,3,1981,FALSE,FALSE,TRUE,TRUE
"Stevie Nicks","Leather and Lace (with Don Henley) - 2019 Remaster","No",FALSE,0.49,0.445,3,-9.128,"1",0.0294,0.65,0,0.124,0.365,153.791,"4",223.44,19,6,1981,TRUE,FALSE,FALSE,TRUE
"Stevie Nicks","Stand Back - 2019 Remaster","No",FALSE,0.685,0.864,7,-7.055,"1",0.0557,0.114,0.000798,0.136,0.659,116.016,"4",290.347,19,5,1983,FALSE,TRUE,TRUE,TRUE
"Stevie Nicks","If Anyone Falls - 2019 Remaster","No",FALSE,0.566,0.776,0,-7.398,"1",0.0265,0.36,2.02e-05,0.74,0.623,96.475,"4",248.853,14,14,1983,FALSE,FALSE,TRUE,TRUE
"Stevie Nicks","Talk to Me - 2019 Remaster","No",FALSE,0.726,0.594,5,-7.493,"1",0.0251,0.0975,0.00133,0.325,0.659,102.029,"4",253.718,18,4,1985,TRUE,FALSE,FALSE,TRUE
"Stevie Nicks","I Can't Wait - 2019 Remaster","No",FALSE,0.608,0.873,9,-8.051,"0",0.0712,0.00749,0.00902,0.889,0.478,125.573,"4",275.935,13,16,1986,TRUE,TRUE,FALSE,FALSE
"Stevie Nicks","Has Anyone Ever Written Anything for You - 2019 Remaster","No",FALSE,0.489,0.0687,0,-18.031,"1",0.0281,0.95,0.00278,0.0735,0.0792,87.105,"4",274.948,6,60,1986,FALSE,TRUE,FALSE,FALSE
"Stevie Nicks","Maybe Love Will Change Your Mind - 2019 Remaster","No",FALSE,0.666,0.874,0,-6.117,"1",0.0269,0.0529,2.79e-05,0.108,0.839,121.194,"4",256.79,10,57,1994,FALSE,TRUE,TRUE,FALSE
"Stevie Nicks","Nightbird - 2019 Remaster","No",FALSE,0.665,0.521,0,-8.488,"1",0.0296,0.112,1.12e-05,0.0962,0.68,125.23,"4",299.493,12,33,1983,TRUE,FALSE,FALSE,TRUE
"David Essex","Rock On","No",FALSE,0.708,0.171,1,-20.71,"0",0.2,0.922,0.00775,0.755,0.619,75.192,"4",202.6,25,5,1973,TRUE,TRUE,FALSE,TRUE
"Linkin Park","LOST IN THE ECHO - Instrumental","No",FALSE,0.514,0.982,9,-4.246,"0",0.0408,0.000473,0.957,0.264,0.702,119.993,"4",205.72,1,95,2012,FALSE,FALSE,TRUE,FALSE
"Linkin Park","BURN IT DOWN - Instrumental","No",FALSE,0.524,0.987,9,-6.461,"0",0.0543,0.000344,0.946,0.125,0.566,110.013,"4",230.443,23,30,2012,FALSE,TRUE,TRUE,TRUE
"Busta Rhymes","We Made It (feat. Linkin Park)","No",FALSE,0.62,0.746,11,-6.006,"1",0.0552,0.424,0,0.0684,0.191,138.454,"4",238.067,1,65,2008,FALSE,TRUE,FALSE,FALSE
"Stevie Nicks","After the Glitter Fades - 2016 Remaster","No",FALSE,0.553,0.569,9,-7.12,"1",0.0271,0.434,1.35e-06,0.259,0.58,138.344,"4",210.467,11,32,1982,FALSE,TRUE,TRUE,FALSE
"Eddie Money","Let's Be Lovers Again","No",FALSE,0.631,0.709,9,-7.863,"1",0.0348,0.354,0.000229,0.431,0.528,99.66,"4",234.72,6,65,1980,FALSE,FALSE,FALSE,TRUE
"Eddie Money","Club Michelle","No",FALSE,0.595,0.762,6,-8.279,"0",0.0319,0.00066,0.000649,0.306,0.718,76.789,"4",245.04,7,66,1984,TRUE,TRUE,FALSE,FALSE
"Eddie Money","The Love In Your Eyes","No",FALSE,0.628,0.862,0,-7.398,"1",0.0449,0.162,1.66e-06,0.391,0.668,97.963,"4",246.227,18,24,1989,TRUE,TRUE,FALSE,FALSE
"Eddie Money","Let Me In","No",FALSE,0.733,0.772,10,-9.871,"0",0.0477,0.267,0,0.135,0.719,101.046,"4",293.12,7,60,1989,FALSE,TRUE,FALSE,FALSE
"Eddie Money","Heaven In the Back Seat","No",FALSE,0.686,0.943,0,-5.791,"1",0.0361,0.117,0,0.67,0.687,120.071,"4",243,8,58,1991,FALSE,FALSE,TRUE,TRUE
"Billy Joel","Modern Woman","No",FALSE,0.79,0.826,5,-8.705,"0",0.0435,0.194,2.71e-06,0.181,0.962,143.177,"4",229.413,15,10,1986,FALSE,TRUE,TRUE,FALSE
"Van Halen","Can't Stop Lovin' You","No",FALSE,0.609,0.912,9,-3.324,"1",0.0338,0.0734,3.1e-06,0.159,0.564,118.035,"4",247.467,20,30,1995,TRUE,TRUE,TRUE,FALSE
"Van Halen","Not Enough","No",FALSE,0.27,0.528,5,-7.192,"1",0.0345,0.036,7.28e-06,0.13,0.285,159.24,"4",312.067,3,97,1995,FALSE,FALSE,TRUE,FALSE
"Heart","These Dreams - Live","No",FALSE,0.458,0.482,9,-12.218,"1",0.0388,0.31,4.62e-05,0.944,0.386,78.986,"4",338,20,1,1986,TRUE,TRUE,FALSE,FALSE
"Berlin","Like Flames (Re-Recorded / Remastered)","No",FALSE,0.596,0.726,4,-7.95,"1",0.0259,0.261,0.194,0.117,0.424,125.961,"4",291.773,5,82,1986,FALSE,FALSE,FALSE,TRUE
"Boston","Long Time - Single Version","No",FALSE,0.566,0.612,10,-9.946,"1",0.0463,0.0305,4.63e-05,0.0502,0.525,119.658,"4",184.24,10,22,1977,TRUE,TRUE,FALSE,FALSE
"Lil Uzi Vert","Sasuke","No",TRUE,0.859,0.477,1,-6.116,"1",0.428,0.00414,0,0.0819,0.153,145.979,"4",251.336,1,65,2020,FALSE,TRUE,FALSE,FALSE
"Christina Aguilera","Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack","No",FALSE,0.753,0.708,7,-5.389,"1",0.265,0.0081,0,0.188,0.323,105.521,"4",179.373,1,70,2010,FALSE,FALSE,FALSE,TRUE
"Sonny & Cher","Little Man","No",FALSE,0.596,0.553,9,-7.695,"1",0.0326,0.459,0,0.0892,0.85,107.174,"4",202.027,7,21,1966,FALSE,FALSE,FALSE,TRUE
"Sonny & Cher","Baby Don't Go","No",FALSE,0.436,0.279,0,-18.168,"1",0.0364,0.806,2.66e-06,0.0711,0.576,121.921,"4",190.56,12,8,1965,FALSE,FALSE,TRUE,TRUE
"Sonny & Cher","It's the Little Things","No",FALSE,0.449,0.593,0,-10.711,"1",0.0479,0.24,4.71e-06,0.446,0.547,66.332,"4",209.147,7,50,1967,FALSE,FALSE,TRUE,FALSE
"Sonny & Cher","Good Combination","No",FALSE,0.54,0.695,10,-8.103,"1",0.0569,0.419,0,0.281,0.675,130.932,"4",176.467,6,56,1967,TRUE,FALSE,FALSE,TRUE
"Sonny & Cher","Laugh at Me","No",FALSE,0.524,0.772,7,-8.382,"1",0.0332,0.239,0,0.615,0.729,108.098,"4",175.4,10,10,1965,FALSE,FALSE,TRUE,TRUE
"Sonny & Cher","Living for You","No",FALSE,0.438,0.591,9,-8.907,"1",0.0421,0.606,0,0.0787,0.657,128.541,"4",213.76,2,87,1966,FALSE,FALSE,FALSE,TRUE
"Van Halen","When It's Love - Live","No",FALSE,0.494,0.843,2,-6.87,"1",0.0323,0.00337,0.0517,0.972,0.233,103.407,"4",322.36,19,5,1988,FALSE,FALSE,TRUE,TRUE
"Van Halen","Dreams - Live","No",FALSE,0.464,0.94,0,-8.06,"1",0.0457,0.000184,0.11,0.988,0.346,146.595,"4",289.267,14,22,1986,FALSE,TRUE,TRUE,FALSE
"Van Halen","Love Walks In - Live","No",FALSE,0.502,0.744,9,-8.63,"0",0.0274,0.0125,0.00182,0.909,0.414,88.398,"4",314.027,15,22,1986,FALSE,FALSE,TRUE,TRUE
"Van Halen","Right Now - Live","No",FALSE,0.292,0.844,5,-8.586,"1",0.0413,0.133,0.0025,0.988,0.106,94.448,"4",373.4,13,55,1992,TRUE,TRUE,FALSE,FALSE
"Van Halen","Why Can't This Be Love - Live","No",FALSE,0.248,0.859,9,-8.43,"0",0.0717,0.00504,0.00081,0.425,0.183,87.546,"4",322.067,16,3,1986,TRUE,TRUE,FALSE,FALSE
"Van Halen","Finish What Ya Started - Live","No",FALSE,0.477,0.908,2,-8.326,"1",0.039,0.00040599999999999,0.212,0.603,0.506,128.133,"4",350.693,20,13,1988,TRUE,FALSE,FALSE,TRUE
"Van Halen","Top of the World - Live","No",FALSE,0.369,0.915,9,-8.222,"1",0.0468,5.24e-05,0.813,0.467,0.406,130.816,"4",299.16,19,27,1991,TRUE,FALSE,FALSE,TRUE
"Alice Cooper","Caught in a Dream","No",FALSE,0.554,0.633,9,-13.091,"1",0.0309,0.193,0.00035,0.205,0.907,136.925,"4",189.907,3,94,1971,FALSE,TRUE,FALSE,FALSE
"Orleans","Reach","No",FALSE,0.571,0.37,9,-20.483,"1",0.136,0.504,1.01e-06,0.151,0.681,106.388,"4",461.52,8,51,1977,TRUE,FALSE,FALSE,FALSE
"Thomas Dolby","Europa and the Pirate Twins","No",FALSE,0.602,0.634,11,-10.584,"1",0.0363,0.0431,0.809,0.701,0.58,95.998,"4",260.987,5,67,1983,FALSE,TRUE,TRUE,FALSE
"Thomas Dolby","She Blinded Me With Science","No",FALSE,0.798,0.835,11,-8.088,"0",0.0581,0.00297,0.0609,0.929,0.954,129.286,"4",293.013,22,5,1983,TRUE,TRUE,TRUE,FALSE
"Orleans","Let There Be Music (Live)","No",FALSE,0.466,0.836,9,-6.938,"1",0.0771,0.0406,5.48e-05,0.974,0.753,137.247,"4",271.907,7,55,1975,FALSE,TRUE,FALSE,FALSE
"Orleans","Love Takes Time (Live)","No",FALSE,0.581,0.807,9,-6.554,"1",0.0355,0.125,0,0.679,0.716,128.329,"4",313.453,15,11,1979,TRUE,TRUE,FALSE,FALSE
"Sonny & Cher","A Beautiful Story - LP / Single Version","No",FALSE,0.474,0.328,7,-10.766,"1",0.0338,0.737,0,0.128,0.602,159.172,"3",172.8,5,53,1967,FALSE,TRUE,FALSE,FALSE
"Sonny & Cher","Plastic Man","No",FALSE,0.452,0.78,8,-9.342,"1",0.0642,0.16,2.27e-05,0.332,0.388,136.799,"4",213.04,3,74,1967,FALSE,TRUE,FALSE,FALSE
"Sonny & Cher","But You're Mine - LP / Single Version","No",FALSE,0.476,0.684,2,-8.251,"1",0.0364,0.0654,9.83e-06,0.306,0.491,126.828,"4",184.533,8,15,1965,FALSE,FALSE,FALSE,TRUE
"Sonny & Cher","What Now My Love","No",FALSE,0.45,0.724,10,-7.169,"1",0.0339,0.253,2.19e-05,0.639,0.563,108.739,"4",222.307,8,14,1966,TRUE,FALSE,FALSE,FALSE
"Sonny & Cher","The Revolution Kind","No",FALSE,0.44,0.715,0,-8.048,"1",0.0347,0.0799,6.03e-06,0.133,0.702,145.453,"4",204.827,4,70,1965,FALSE,FALSE,FALSE,TRUE
"Sonny & Cher","Have I Stayed Too Long - LP / Single Version","No",FALSE,0.29,0.513,10,-10.485,"1",0.033,0.345,0,0.149,0.216,171.078,"4",227.307,6,49,1966,FALSE,TRUE,TRUE,FALSE
"Rick Springfield","American Girls","No",FALSE,0.618,0.883,11,-8.469,"1",0.0592,0.169,8.08e-05,0.365,0.794,102.175,"4",158.2,2,98,1974,FALSE,FALSE,TRUE,FALSE
"Chi Coltrane","Thunder and Lightning","No",FALSE,0.58,0.688,10,-9.198,"1",0.0335,0.0106,0.00531,0.125,0.832,124.753,"4",181.547,13,17,1972,FALSE,FALSE,TRUE,TRUE
"New Riders of the Purple Sage","I Don't Need No Doctor","No",FALSE,0.582,0.866,7,-10.317,"0",0.0534,0.261,0,0.151,0.743,85.663,"4",186.813,5,81,1972,FALSE,TRUE,TRUE,FALSE
"Jefferson Starship","Count on Me","No",FALSE,0.557,0.375,9,-12.412,"1",0.0274,0.295,2.43e-05,0.4,0.709,112.013,"4",195.84,14,8,1978,TRUE,TRUE,FALSE,FALSE
"Pacific Gas & Electric","Are You Ready? - Single Version","No",FALSE,0.58,0.714,4,-11.472,"0",0.118,0.0277,1.35e-06,0.142,0.799,136.627,"4",349.507,12,14,1970,FALSE,TRUE,TRUE,FALSE
"Kenny Chesney","Here And Now","No",FALSE,0.509,0.814,9,-3.576,"1",0.0532,0.0484,0,0.12,0.712,148.034,"4",171.493,15,38,2020,FALSE,TRUE,TRUE,FALSE
"Kenny Chesney","Knowing You","No",FALSE,0.557,0.562,7,-6.12,"1",0.026,0.23,3.41e-06,0.119,0.176,125.953,"3",226.267,19,57,2021,TRUE,FALSE,TRUE,TRUE
"Kenny Chesney","Happy Does","No",FALSE,0.715,0.665,6,-5.486,"1",0.0381,0.301,0,0.123,0.593,109.019,"4",168.733,14,47,2020,TRUE,FALSE,FALSE,TRUE
"Kate Bush","The Man with the Child in His Eyes - 2018 Remaster","No",FALSE,0.262,0.192,0,-14.843,"1",0.0332,0.963,0.00151,0.132,0.234,94.802,"4",161.147,4,85,1979,TRUE,FALSE,FALSE,FALSE
"YoungBoy Never Broke Again","Drug Addiction","No",TRUE,0.819,0.738,1,-5.159,"0",0.186,0.47,0,0.117,0.676,139.957,"4",164.65,2,44,2020,FALSE,FALSE,TRUE,TRUE
"YoungBoy Never Broke Again","Cross Roads","No",TRUE,0.714,0.722,0,-5.685,"1",0.0538,0.0735,0,0.114,0.439,143.019,"4",168.046,1,76,2020,FALSE,FALSE,TRUE,FALSE
"YoungBoy Never Broke Again","The Last Backyard...","No",TRUE,0.592,0.691,6,-6.325,"1",0.204,0.355,0,0.217,0.815,159.708,"4",156.13,1,81,2020,FALSE,FALSE,TRUE,FALSE
"YoungBoy Never Broke Again","Right Foot Creep","No",TRUE,0.725,0.79,3,-4.773,"0",0.327,0.346,0,0.195,0.815,157.99,"4",159.086,1,88,2020,FALSE,FALSE,TRUE,FALSE
